,anime_id,name,genre,type,episodes,rating,members
5901,33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,Comedy,TV,12,6.32,5676
5901,33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season, Magic,TV,12,6.32,5676
9291,32759,Kokuen,Drama,Music,1,4.52,76
9291,32759,Kokuen, Music,Music,1,4.52,76
6230,1055,Blame!,Mecha,ONA,6,6.2,13802
6230,1055,Blame!, Sci-Fi,ONA,6,6.2,13802
6853,2365,Grandeek,Adventure,OVA,1,5.89,896
6853,2365,Grandeek, Fantasy,OVA,1,5.89,896
6853,2365,Grandeek, Magic,OVA,1,5.89,896
1598,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Comedy,TV,12,7.49,321477
1598,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai, Seinen,TV,12,7.49,321477
1598,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai, Slice of Life,TV,12,7.49,321477
11309,23247,Oshaburi Announcer,Hentai,OVA,1,6.84,1808
4242,1409,IGPX: Immortal Grand Prix,Mecha,TV,5,6.77,2392
4242,1409,IGPX: Immortal Grand Prix, Sci-Fi,TV,5,6.77,2392
4242,1409,IGPX: Immortal Grand Prix, Shounen,TV,5,6.77,2392
4242,1409,IGPX: Immortal Grand Prix, Sports,TV,5,6.77,2392
2570,23361,Bakuman. 3rd Season Specials,Comedy,Special,2,7.22,6765
8342,29792,Chiisana Itsutsu no Ohanashi,Kids,Movie,1,4.78,93
9209,5928,Kigyou Senshi Yamazaki: Long Distance Call,Drama,OVA,1,5.92,168
9209,5928,Kigyou Senshi Yamazaki: Long Distance Call, Sci-Fi,OVA,1,5.92,168
9209,5928,Kigyou Senshi Yamazaki: Long Distance Call, Seinen,OVA,1,5.92,168
10411,29475,Straw-saurus Neo,Adventure,Special,1,6.4,40
10411,29475,Straw-saurus Neo, Fantasy,Special,1,6.4,40
10411,29475,Straw-saurus Neo, Kids,Special,1,6.4,40
10411,29475,Straw-saurus Neo, Sci-Fi,Special,1,6.4,40
9972,23177,Piano Specials,Drama,Special,4,5.33,194
9972,23177,Piano Specials, Music,Special,4,5.33,194
9972,23177,Piano Specials, Romance,Special,4,5.33,194
9972,23177,Piano Specials, Shoujo,Special,4,5.33,194
9972,23177,Piano Specials, Slice of Life,Special,4,5.33,194
8776,31583,Haruko no Bouken,Dementia,Movie,1,3.9,129
982,2313,Muumindani no Suisei,Adventure,Movie,1,7.74,4344
982,2313,Muumindani no Suisei, Comedy,Movie,1,7.74,4344
982,2313,Muumindani no Suisei, Fantasy,Movie,1,7.74,4344
982,2313,Muumindani no Suisei, Kids,Movie,1,7.74,4344
10652,10250,Ultra B,Comedy,TV,119,5.52,102
10652,10250,Ultra B, Super Power,TV,119,5.52,102
8523,29423,En En Nikoli,Adventure,Special,3,5.4,40
8523,29423,En En Nikoli, Kids,Special,3,5.4,40
8523,29423,En En Nikoli, Music,Special,3,5.4,40
7047,33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,Comedy,ONA,12,5.99,3251
7047,33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku, Fantasy,ONA,12,5.99,3251
7047,33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku, Parody,ONA,12,5.99,3251
11351,6531,Kimihagu,Hentai,OVA,2,6.77,2756
3675,3193,Asobot Senki Gokuu,Comedy,TV,52,6.91,1633
3675,3193,Asobot Senki Gokuu, Sci-Fi,TV,52,6.91,1633
3670,4083,Wonder Beat Scramble,Action,TV,26,6.92,457
3670,4083,Wonder Beat Scramble, Sci-Fi,TV,26,6.92,457
3670,4083,Wonder Beat Scramble, Space,TV,26,6.92,457
8196,30124,Bad Badtz-Maru no Ore wa Yuutousei,Comedy,OVA,1,4.86,52
8196,30124,Bad Badtz-Maru no Ore wa Yuutousei, Kids,OVA,1,4.86,52
613,20517,Little Busters!: EX,Comedy,Special,8,7.94,26709
613,20517,Little Busters!: EX, Drama,Special,8,7.94,26709
613,20517,Little Busters!: EX, Romance,Special,8,7.94,26709
613,20517,Little Busters!: EX, School,Special,8,7.94,26709
613,20517,Little Busters!: EX, Slice of Life,Special,8,7.94,26709
613,20517,Little Busters!: EX, Supernatural,Special,8,7.94,26709
10282,20223,Shounen Tokugawa Ieyasu,Drama,TV,20,7.0,94
10282,20223,Shounen Tokugawa Ieyasu, Historical,TV,20,7.0,94
10282,20223,Shounen Tokugawa Ieyasu, Shounen,TV,20,7.0,94
1240,31327,Shokugeki no Souma OVA,Ecchi,OVA,3,7.62,24456
1240,31327,Shokugeki no Souma OVA, School,OVA,3,7.62,24456
1240,31327,Shokugeki no Souma OVA, Shounen,OVA,3,7.62,24456
2434,31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,Comedy,Special,6,7.27,3817
2434,31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi, School,Special,6,7.27,3817
8318,26237,Cherry Blossom,Drama,OVA,1,5.5,66
8318,26237,Cherry Blossom, Kids,OVA,1,5.5,66
8047,32894,Love Bites,Horror,ONA,1,3.33,537
3771,33372,Overlord: Ple Ple Pleiades (OVA),Action,OVA,1,6.89,15008
3771,33372,Overlord: Ple Ple Pleiades (OVA), Comedy,OVA,1,6.89,15008
3771,33372,Overlord: Ple Ple Pleiades (OVA), Fantasy,OVA,1,6.89,15008
3771,33372,Overlord: Ple Ple Pleiades (OVA), Magic,OVA,1,6.89,15008
11989,3580,Ijoku,Hentai,OVA,2,5.77,1176
9506,29719,Maze Maze Wien,Dementia,Movie,1,5.9,59
1654,23383,D-Frag! OVA,Comedy,OVA,1,7.47,28116
1654,23383,D-Frag! OVA, Game,OVA,1,7.47,28116
1654,23383,D-Frag! OVA, Seinen,OVA,1,7.47,28116
4575,1005,Star Ocean EX,Adventure,TV,26,6.69,9024
4575,1005,Star Ocean EX, Fantasy,TV,26,6.69,9024
4575,1005,Star Ocean EX, Sci-Fi,TV,26,6.69,9024
4575,1005,Star Ocean EX, Shounen,TV,26,6.69,9024
2043,11077,Hellsing: The Dawn,Action,Special,3,7.37,40548
2043,11077,Hellsing: The Dawn, Horror,Special,3,7.37,40548
2043,11077,Hellsing: The Dawn, Seinen,Special,3,7.37,40548
2043,11077,Hellsing: The Dawn, Supernatural,Special,3,7.37,40548
2043,11077,Hellsing: The Dawn, Vampire,Special,3,7.37,40548
5966,4584,Topo Gigio,Adventure,TV,21,6.3,981
5966,4584,Topo Gigio, Comedy,TV,21,6.3,981
5966,4584,Topo Gigio, Kids,TV,21,6.3,981
3145,6902,Saikyou Bushouden: Sangoku Engi,Historical,TV,52,7.07,1363
6815,30358,Turnover,School,ONA,1,5.92,1150
6815,30358,Turnover, Slice of Life,ONA,1,5.92,1150
8291,27915,Captain,Shounen,Special,1,6.44,93
8291,27915,Captain, Sports,Special,1,6.44,93
9432,23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,Magic,Music,1,5.49,147
9432,23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special, Music,Music,1,5.49,147
9432,23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special, Shoujo,Music,1,5.49,147
4115,10470,God Eater Prologue,Action,Special,1,6.8,19414
4115,10470,God Eater Prologue, Fantasy,Special,1,6.8,19414
4115,10470,God Eater Prologue, Military,Special,1,6.8,19414
4115,10470,God Eater Prologue, Sci-Fi,Special,1,6.8,19414
6635,4522,Bounty Hunter: The Hard,Action,OVA,1,6.02,430
6635,4522,Bounty Hunter: The Hard, Police,OVA,1,6.02,430
7482,16389,Komachi to Dangorou,Adventure,ONA,2,5.38,215
7482,16389,Komachi to Dangorou, Comedy,ONA,2,5.38,215
7482,16389,Komachi to Dangorou, Kids,ONA,2,5.38,215
7482,16389,Komachi to Dangorou, Sci-Fi,ONA,2,5.38,215
513,32370,D.Gray-man Hallow,Action,TV,13,8.01,72499
513,32370,D.Gray-man Hallow, Demons,TV,13,8.01,72499
513,32370,D.Gray-man Hallow, Shounen,TV,13,8.01,72499
513,32370,D.Gray-man Hallow, Super Power,TV,13,8.01,72499
11846,9325,Shin Seiki Cream Lemon,Hentai,OVA,2,6.0,543
11846,9325,Shin Seiki Cream Lemon, Yuri,OVA,2,6.0,543
6833,983,Cosplay Complex: Extra Identification,Comedy,OVA,1,5.9,2145
3049,933,Dai Mahou Touge,Comedy,OVA,4,7.09,19555
3049,933,Dai Mahou Touge, Magic,OVA,4,7.09,19555
3049,933,Dai Mahou Touge, Supernatural,OVA,4,7.09,19555
8617,33325,Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,Comedy,Movie,1,5.78,48
8617,33325,Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei, Sports,Movie,1,5.78,48
1415,5929,Hi no Ame ga Furu,Drama,Movie,1,7.55,513
1415,5929,Hi no Ame ga Furu, Historical,Movie,1,7.55,513
4921,17821,Stella Jogakuin Koutou-ka C³-bu,Military,TV,13,6.6,36235
4921,17821,Stella Jogakuin Koutou-ka C³-bu, School,TV,13,6.6,36235
4921,17821,Stella Jogakuin Koutou-ka C³-bu, Sports,TV,13,6.6,36235
9154,6366,Karuizawa Syndrome,Action,OVA,1,6.27,145
9154,6366,Karuizawa Syndrome, Comedy,OVA,1,6.27,145
9154,6366,Karuizawa Syndrome, Drama,OVA,1,6.27,145
9154,6366,Karuizawa Syndrome, Slice of Life,OVA,1,6.27,145
1312,1454,Kemonozume,Action,TV,13,7.59,33086
1312,1454,Kemonozume, Demons,TV,13,7.59,33086
1312,1454,Kemonozume, Horror,TV,13,7.59,33086
1312,1454,Kemonozume, Romance,TV,13,7.59,33086
1312,1454,Kemonozume, Supernatural,TV,13,7.59,33086
3380,5914,Kanamemo,Comedy,TV,13,7.01,23757
3380,5914,Kanamemo, Ecchi,TV,13,7.01,23757
3380,5914,Kanamemo, Shoujo Ai,TV,13,7.01,23757
3380,5914,Kanamemo, Slice of Life,TV,13,7.01,23757
8499,32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,Action,Movie,1,4.25,108
8499,32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken, Adventure,Movie,1,4.25,108
8499,32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken, Comedy,Movie,1,4.25,108
8499,32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken, Shounen,Movie,1,4.25,108
12244,11141,Blue Seagull,Action,Movie,1,4.6,337
12244,11141,Blue Seagull, Hentai,Movie,1,4.6,337
3196,834,Bleach: The Sealed Sword Frenzy,Adventure,Special,1,7.05,73241
3196,834,Bleach: The Sealed Sword Frenzy, Comedy,Special,1,7.05,73241
3196,834,Bleach: The Sealed Sword Frenzy, Drama,Special,1,7.05,73241
3196,834,Bleach: The Sealed Sword Frenzy, Fantasy,Special,1,7.05,73241
3196,834,Bleach: The Sealed Sword Frenzy, Shounen,Special,1,7.05,73241
3196,834,Bleach: The Sealed Sword Frenzy, Supernatural,Special,1,7.05,73241
11977,5575,Karakara-sama no Himitsu,Hentai,OVA,1,5.8,316
11748,2370,Ryojoku no Rensa,Hentai,OVA,2,6.16,2453
9436,32259,Mahou no Tenshi Creamy Mami: Perfect Memory,Parody,OVA,1,5.0,95
9436,32259,Mahou no Tenshi Creamy Mami: Perfect Memory, Shoujo,OVA,1,5.0,95
9436,32259,Mahou no Tenshi Creamy Mami: Perfect Memory, Slice of Life,OVA,1,5.0,95
3092,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,Romance,ONA,7,7.08,43338
3092,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life, School,ONA,7,7.08,43338
3092,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life, Shoujo Ai,ONA,7,7.08,43338
466,849,Suzumiya Haruhi no Yuuutsu,Comedy,TV,14,8.06,428569
466,849,Suzumiya Haruhi no Yuuutsu, Mystery,TV,14,8.06,428569
466,849,Suzumiya Haruhi no Yuuutsu, Parody,TV,14,8.06,428569
466,849,Suzumiya Haruhi no Yuuutsu, School,TV,14,8.06,428569
466,849,Suzumiya Haruhi no Yuuutsu, Sci-Fi,TV,14,8.06,428569
466,849,Suzumiya Haruhi no Yuuutsu, Slice of Life,TV,14,8.06,428569
5257,2168,Sakura Taisen: New York,Adventure,OVA,6,6.51,1769
5257,2168,Sakura Taisen: New York, Comedy,OVA,6,6.51,1769
5257,2168,Sakura Taisen: New York, Supernatural,OVA,6,6.51,1769
8427,17703,Danchi Tomoo,Comedy,TV,78,6.25,557
8427,17703,Danchi Tomoo, Seinen,TV,78,6.25,557
5706,21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,Action,Special,1,6.38,1172
5706,21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special, Fantasy,Special,1,6.38,1172
5706,21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special, Game,Special,1,6.38,1172
5706,21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special, Shounen,Special,1,6.38,1172
9654,19817,Namakemono ga Miteta,Music,OVA,2,6.42,65
9654,19817,Namakemono ga Miteta, Seinen,OVA,2,6.42,65
9654,19817,Namakemono ga Miteta, Slice of Life,OVA,2,6.42,65
8593,23609,Gaki Deka (OVA),Comedy,OVA,3,4.78,62
8593,23609,Gaki Deka (OVA), Ecchi,OVA,3,4.78,62
8593,23609,Gaki Deka (OVA), Kids,OVA,3,4.78,62
8593,23609,Gaki Deka (OVA), Parody,OVA,3,4.78,62
8593,23609,Gaki Deka (OVA), Shounen,OVA,3,4.78,62
9812,7575,Oh! Family,Comedy,TV,26,6.17,201
9812,7575,Oh! Family, Drama,TV,26,6.17,201
9812,7575,Oh! Family, Romance,TV,26,6.17,201
9812,7575,Oh! Family, Shoujo,TV,26,6.17,201
9812,7575,Oh! Family, Slice of Life,TV,26,6.17,201
4658,28283,Sengoku Musou,Action,TV,12,6.67,13272
4658,28283,Sengoku Musou, Historical,TV,12,6.67,13272
4658,28283,Sengoku Musou, Samurai,TV,12,6.67,13272
3941,6971,Gegege no Kitarou (1971),Adventure,TV,45,6.84,556
3941,6971,Gegege no Kitarou (1971), Demons,TV,45,6.84,556
3941,6971,Gegege no Kitarou (1971), Super Power,TV,45,6.84,556
3941,6971,Gegege no Kitarou (1971), Supernatural,TV,45,6.84,556
8707,29355,Grasshopper Monogatari,Kids,Music,1,4.18,65
8707,29355,Grasshopper Monogatari, Music,Music,1,4.18,65
5198,9737,Appleseed XIII,Action,OVA,13,6.52,9336
5198,9737,Appleseed XIII, Mecha,OVA,13,6.52,9336
5198,9737,Appleseed XIII, Military,OVA,13,6.52,9336
5198,9737,Appleseed XIII, Police,OVA,13,6.52,9336
5198,9737,Appleseed XIII, Sci-Fi,OVA,13,6.52,9336
1405,1476,City Hunter: Hyakuman Dollar no Inbou,Action,OVA,1,7.55,2881
1405,1476,City Hunter: Hyakuman Dollar no Inbou, Comedy,OVA,1,7.55,2881
1405,1476,City Hunter: Hyakuman Dollar no Inbou, Mystery,OVA,1,7.55,2881
1405,1476,City Hunter: Hyakuman Dollar no Inbou, Shounen,OVA,1,7.55,2881
4828,4975,ChäoS;HEAd,Harem,TV,12,6.62,174337
4828,4975,ChäoS;HEAd, Mystery,TV,12,6.62,174337
4828,4975,ChäoS;HEAd, Psychological,TV,12,6.62,174337
4828,4975,ChäoS;HEAd, Sci-Fi,TV,12,6.62,174337
4828,4975,ChäoS;HEAd, Supernatural,TV,12,6.62,174337
4503,33181,Nijiiro Days OVA,Comedy,OVA,1,6.73,4088
4503,33181,Nijiiro Days OVA, Romance,OVA,1,6.73,4088
4503,33181,Nijiiro Days OVA, School,OVA,1,6.73,4088
4503,33181,Nijiiro Days OVA, Shoujo,OVA,1,6.73,4088
4503,33181,Nijiiro Days OVA, Slice of Life,OVA,1,6.73,4088
10062,29477,Rescue YoYo,Kids,Special,1,3.26,67
10062,29477,Rescue YoYo, Mecha,Special,1,3.26,67
10765,32230,Xi You Ji,Adventure,TV,52,8.07,89
10765,32230,Xi You Ji, Fantasy,TV,52,8.07,89
2265,2987,Ginga Hyouryuu Vifam,Action,TV,46,7.31,1329
2265,2987,Ginga Hyouryuu Vifam, Adventure,TV,46,7.31,1329
2265,2987,Ginga Hyouryuu Vifam, Mecha,TV,46,7.31,1329
2265,2987,Ginga Hyouryuu Vifam, Sci-Fi,TV,46,7.31,1329
11419,7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,Hentai,OVA,4,6.64,4348
4694,8709,Pokemon: Pikachu Koori no Daibouken,Adventure,Special,1,6.66,3447
4694,8709,Pokemon: Pikachu Koori no Daibouken, Comedy,Special,1,6.66,3447
4694,8709,Pokemon: Pikachu Koori no Daibouken, Fantasy,Special,1,6.66,3447
4694,8709,Pokemon: Pikachu Koori no Daibouken, Kids,Special,1,6.66,3447
9686,26153,Nat-chan no Akai Tebukuro,Historical,Movie,1,8.0,51
9686,26153,Nat-chan no Akai Tebukuro, Kids,Movie,1,8.0,51
4245,12991,Katte ni Kaizou Specials,Comedy,Special,3,6.77,1736
4245,12991,Katte ni Kaizou Specials, Parody,Special,3,6.77,1736
4245,12991,Katte ni Kaizou Specials, School,Special,3,6.77,1736
4245,12991,Katte ni Kaizou Specials, Sci-Fi,Special,3,6.77,1736
4245,12991,Katte ni Kaizou Specials, Shounen,Special,3,6.77,1736
12247,4310,Joshidai: Ecchi Soudanshitsu,Hentai,OVA,1,3.7,779
3923,6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,Comedy,Special,8,6.85,10284
3923,6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!, Fantasy,Special,8,6.85,10284
3923,6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!, Supernatural,Special,8,6.85,10284
8978,10847,Inumarudashi,Comedy,TV,4,5.47,332
5341,6251,Sketchbook: Full Color&#039;s Picture Drama,Comedy,Special,6,6.49,1487
5341,6251,Sketchbook: Full Color&#039;s Picture Drama, Slice of Life,Special,6,6.49,1487
4826,55,Arc the Lad,Action,TV,26,6.62,10392
4826,55,Arc the Lad, Adventure,TV,26,6.62,10392
4826,55,Arc the Lad, Fantasy,TV,26,6.62,10392
4826,55,Arc the Lad, Horror,TV,26,6.62,10392
4826,55,Arc the Lad, Sci-Fi,TV,26,6.62,10392
2362,2222,Dr. Slump: Arale-chan,Comedy,TV,243,7.28,5330
2362,2222,Dr. Slump: Arale-chan, Sci-Fi,TV,243,7.28,5330
2362,2222,Dr. Slump: Arale-chan, Shounen,TV,243,7.28,5330
2362,2222,Dr. Slump: Arale-chan, Slice of Life,TV,243,7.28,5330
2357,19759,Ansatsu Kyoushitsu,Action,Special,1,7.28,35230
2357,19759,Ansatsu Kyoushitsu, Comedy,Special,1,7.28,35230
2357,19759,Ansatsu Kyoushitsu, Shounen,Special,1,7.28,35230
6741,19187,Fake Doll,Music,Music,1,5.96,893
4468,1165,Sakura Taisen: Ouka Kenran,Adventure,OVA,4,6.72,2890
4468,1165,Sakura Taisen: Ouka Kenran, Mecha,OVA,4,6.72,2890
4468,1165,Sakura Taisen: Ouka Kenran, Sci-Fi,OVA,4,6.72,2890
4468,1165,Sakura Taisen: Ouka Kenran, Shounen,OVA,4,6.72,2890
7348,32346,makemagic,Fantasy,Music,1,5.52,178
7348,32346,makemagic, Music,Music,1,5.52,178
9062,33136,Kachikachi Yama (1958),Fantasy,Movie,1,5.67,33
11552,5321,Futari no Aniyome,Hentai,OVA,2,6.43,1958
7242,10801,Copihan,Comedy,ONA,7,5.61,6167
7242,10801,Copihan, School,ONA,7,5.61,6167
7242,10801,Copihan, Sci-Fi,ONA,7,5.61,6167
9891,30025,Otenki Boys,Kids,TV,30,6.33,39
9891,30025,Otenki Boys, Super Power,TV,30,6.33,39
7767,18149,Ishida to Asakura Special,Comedy,Special,1,5.04,2334
7767,18149,Ishida to Asakura Special, School,Special,1,5.04,2334
7767,18149,Ishida to Asakura Special, Seinen,Special,1,5.04,2334
10344,21953,Sore Ike! Anpanman: Horrorman to Hora Horako,Comedy,Movie,1,5.71,72
10344,21953,Sore Ike! Anpanman: Horrorman to Hora Horako, Fantasy,Movie,1,5.71,72
10344,21953,Sore Ike! Anpanman: Horrorman to Hora Horako, Kids,Movie,1,5.71,72
9754,29900,Nobara,Drama,Movie,1,4.59,70
5642,26189,Ai Tenshi Densetsu Wedding Peach Specials,Adventure,Special,2,6.39,446
5642,26189,Ai Tenshi Densetsu Wedding Peach Specials, Comedy,Special,2,6.39,446
5642,26189,Ai Tenshi Densetsu Wedding Peach Specials, Magic,Special,2,6.39,446
5642,26189,Ai Tenshi Densetsu Wedding Peach Specials, Romance,Special,2,6.39,446
5642,26189,Ai Tenshi Densetsu Wedding Peach Specials, Shoujo,Special,2,6.39,446
7873,31633,Sushi Police,Comedy,TV,13,4.8,9096
7873,31633,Sushi Police, Police,TV,13,4.8,9096
9866,28113,Ooi! Adacchii!,Historical,OVA,1,7.5,53
9866,28113,Ooi! Adacchii!, Kids,OVA,1,7.5,53
1605,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,Drama,OVA,1,7.49,2049
1605,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots, Mecha,OVA,1,7.49,2049
1605,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots, Military,OVA,1,7.49,2049
1605,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots, Sci-Fi,OVA,1,7.49,2049
6856,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,Comedy,Movie,1,5.89,360
6856,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi, Magic,Movie,1,5.89,360
6856,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi, Shoujo,Movie,1,5.89,360
6856,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi, Slice of Life,Movie,1,5.89,360
5720,8533,Hana no Kage,Demons,ONA,1,6.37,987
5720,8533,Hana no Kage, Drama,ONA,1,6.37,987
5720,8533,Hana no Kage, Historical,ONA,1,6.37,987
5720,8533,Hana no Kage, Romance,ONA,1,6.37,987
1883,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,Comedy,Special,1,7.42,51816
1883,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama, Ecchi,Special,1,7.42,51816
1883,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama, Fantasy,Special,1,7.42,51816
1883,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama, Harem,Special,1,7.42,51816
1883,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama, Magic,Special,1,7.42,51816
7746,5656,PuriGorota: Uchuu no Yuujou Daibouken,Adventure,OVA,1,5.07,2068
7746,5656,PuriGorota: Uchuu no Yuujou Daibouken, Kids,OVA,1,5.07,2068
7746,5656,PuriGorota: Uchuu no Yuujou Daibouken, Sci-Fi,OVA,1,5.07,2068
3302,9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,Comedy,Special,7,7.03,3232
3302,9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun, Historical,Special,7,7.03,3232
257,20899,JoJo no Kimyou na Bouken: Stardust Crusaders,Action,TV,24,8.25,120089
257,20899,JoJo no Kimyou na Bouken: Stardust Crusaders, Adventure,TV,24,8.25,120089
257,20899,JoJo no Kimyou na Bouken: Stardust Crusaders, Drama,TV,24,8.25,120089
257,20899,JoJo no Kimyou na Bouken: Stardust Crusaders, Shounen,TV,24,8.25,120089
257,20899,JoJo no Kimyou na Bouken: Stardust Crusaders, Supernatural,TV,24,8.25,120089
2188,15785,Inazuma Eleven Go vs. Danball Senki W Movie,Action,Movie,1,7.34,3239
2188,15785,Inazuma Eleven Go vs. Danball Senki W Movie, Kids,Movie,1,7.34,3239
2188,15785,Inazuma Eleven Go vs. Danball Senki W Movie, Mecha,Movie,1,7.34,3239
2188,15785,Inazuma Eleven Go vs. Danball Senki W Movie, Sports,Movie,1,7.34,3239
9266,34503,Kochinpa! Dainiki,Comedy,TV,24,3.4,75
4367,6975,Koro no Dai Sanpo,Adventure,Special,1,6.74,1055
8009,1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,3.99,5822
10450,30961,Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,Slice of Life,OVA,3,4.4,45
3751,29087,Wangpai Yushi,Comedy,ONA,39,6.9,1184
3751,29087,Wangpai Yushi, Fantasy,ONA,39,6.9,1184
3751,29087,Wangpai Yushi, School,ONA,39,6.9,1184
3751,29087,Wangpai Yushi, Shounen,ONA,39,6.9,1184
3751,29087,Wangpai Yushi, Supernatural,ONA,39,6.9,1184
10380,21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,Comedy,Movie,1,5.2,73
10380,21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman, Fantasy,Movie,1,5.2,73
10380,21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman, Kids,Movie,1,5.2,73
245,3702,Detroit Metal City,Comedy,OVA,12,8.26,104893
245,3702,Detroit Metal City, Music,OVA,12,8.26,104893
6697,18643,Kita e: Pure Session,Music,Music,1,5.99,212
9885,33154,Osiris no Tenbin: Season 2,Drama,ONA,11,6.08,250
9885,33154,Osiris no Tenbin: Season 2, Supernatural,ONA,11,6.08,250
9885,33154,Osiris no Tenbin: Season 2, Thriller,ONA,11,6.08,250
7702,8732,Yuuki Hitotsu wo Tomo ni Shite,Music,Music,1,5.13,202
6639,2382,Firestorm,Action,TV,26,6.02,615
6639,2382,Firestorm, Mecha,TV,26,6.02,615
6639,2382,Firestorm, Military,TV,26,6.02,615
6639,2382,Firestorm, Sci-Fi,TV,26,6.02,615
5057,34213,Getsuyoubi no Tawawa,Slice of Life,ONA,12,6.56,16663
2042,32740,Girls und Panzer der Film: Arisu War!,Military,Special,1,7.36,6548
2042,32740,Girls und Panzer der Film: Arisu War!, School,Special,1,7.36,6548
7295,32854,Fr/day Night,Comedy,Music,1,5.57,167
7295,32854,Fr/day Night, Music,Music,1,5.57,167
9743,33060,Ninja Negizou,Kids,Music,1,5.0,40
9743,33060,Ninja Negizou, Music,Music,1,5.0,40
2696,7817,B Gata H Kei,Comedy,TV,12,7.18,192719
2696,7817,B Gata H Kei, Ecchi,TV,12,7.18,192719
2696,7817,B Gata H Kei, Romance,TV,12,7.18,192719
2696,7817,B Gata H Kei, School,TV,12,7.18,192719
2696,7817,B Gata H Kei, Seinen,TV,12,7.18,192719
11340,3286,Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,Hentai,OVA,2,6.79,3536
9823,31672,Ojarumaru: Wasureta Mori no Hinata,Adventure,Special,1,3.67,51
9823,31672,Ojarumaru: Wasureta Mori no Hinata, Comedy,Special,1,3.67,51
9823,31672,Ojarumaru: Wasureta Mori no Hinata, Fantasy,Special,1,3.67,51
9823,31672,Ojarumaru: Wasureta Mori no Hinata, Kids,Special,1,3.67,51
9823,31672,Ojarumaru: Wasureta Mori no Hinata, Slice of Life,Special,1,3.67,51
2330,1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Comedy,Movie,1,7.29,2861
2330,1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi, Fantasy,Movie,1,7.29,2861
2330,1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi, Magic,Movie,1,7.29,2861
