,anime_id,name,genre,type,episodes,rating,members
8118,8227,Akuma-kun: Youkoso Akuma Land e!!,"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1,5.35,185
11980,5664,Keibiin,Hentai,OVA,3,5.79,451
9595,23005,Mogura no Motoro,Slice of Life,Movie,1,9.5,62
11355,2681,Spaceship Agga Ruter,"Comedy, Hentai, Sci-Fi, Space",OVA,4,6.77,1180
11983,3586,Isaku,Hentai,OVA,3,5.78,946
1165,2848,Kappa no Coo to Natsuyasumi,"Adventure, Shounen",Movie,1,7.65,6953
8509,5554,Eguchi Hisashi no Nantoka Narudesho!,"Parody, Shoujo, Sports",OVA,1,5.32,246
8573,33659,Fushigi na Somera-chan Special,"Comedy, Magic, Slice of Life",Special,1,5.15,444
10318,18283,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",Movie,1,3.42,68
2175,31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"Action, Comedy, Shounen",Special,1,7.33,13993
6432,23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai","Romance, Slice of Life",ONA,1,6.12,204
9949,17359,Peeping Life: The Perfect Explosion,"Comedy, Slice of Life",OVA,10,5.19,211
1364,64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.57,128688
3465,28391,Ao no Kanata no Four Rhythm,"Drama, School, Sci-Fi, Sports",TV,12,6.98,72174
11513,29915,Junai Maniac,Hentai,OVA,2,6.49,1737
1314,2971,Kyou kara Maou! R,"Adventure, Comedy, Fantasy",OVA,5,7.59,14845
4817,4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110
3863,2814,Dondon Domeru to Ron,"Comedy, Kids",TV,52,6.86,531
11952,5606,Ryoujoku Joshi Gakuen,Hentai,OVA,2,5.85,450
12090,3377,Tres Marias: Sannin no Sei Shojo,Hentai,OVA,2,5.57,1003
9344,30395,Kuripuri*Kuripura,Comedy,Movie,1,3.2,104
1078,857,Air Gear,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,7.69,194611
1828,4437,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,97818
9904,7106,Ougon Senshi Gold Lightan,"Mecha, Sci-Fi",TV,52,6.57,287
10227,7980,Shin Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",TV,70,5.78,124
1949,4063,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,7.4,182713
7592,1287,Odin: Koushi Hansen Starlight,"Action, Adventure, Drama, Sci-Fi",Movie,1,5.26,1408
850,74,Gakuen Alice,"Comedy, Magic, School, Shoujo",TV,26,7.8,52995
10079,4547,RoboDz,Sci-Fi,TV,26,5.0,125
2125,21073,Puchimas!!: Petit Petit iDOLM@STER,"Comedy, Slice of Life",ONA,74,7.35,5359
8446,19121,Doctor Chichibuyama,"Ecchi, Parody, Seinen",TV,2,6.15,152
10220,23393,Shin Don Chuck Monogatari,"Adventure, Kids, Slice of Life",TV,73,6.48,103
2351,1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.29,35730
686,532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911
2969,3574,Switch,"Action, Mystery, Police",OVA,2,7.12,17871
264,4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.24,87617
1368,1728,Super GALS! Kotobuki Ran,"Comedy, Shoujo, Slice of Life",TV,52,7.57,10369
146,139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14,8.41,55787
2953,20039,Kill Me Baby: Butsuzou Kegatte Nise Halloween,"Comedy, School",OVA,1,7.12,7171
5691,9731,Nurarihyon no Mago Recaps,"Action, Demons, Shounen, Supernatural",Special,2,6.38,9781
2602,10155,Dog Days,"Action, Adventure, Fantasy, Magic",TV,13,7.21,97809
2150,25159,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",TV,12,7.34,144370
4585,10693,Appleseed XIII Remix Movie 2: Yogen,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.68,2423
4431,9549,Alps no Shoujo Heidi: Heidi to Clara-hen,"Drama, Historical, Slice of Life",Movie,1,6.72,717
10217,21547,Shin Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,6,5.0,69
152,5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,8.4,137636
7900,31501,Master Blaster,"Dementia, Music",Music,1,4.71,165
7093,3640,Monkey Punch no Sekai: Alice,"Action, Comedy, Ecchi",OVA,1,5.73,715
2165,2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764
3980,9773,Lady Lady!! (1988),"Drama, Shoujo",Movie,1,6.83,587
3640,5734,Tayutama: Kiss on My Deity,"Harem, Romance, Supernatural",TV,12,6.93,43288
5511,2822,Bamboo Bears,Comedy,TV,52,6.43,330
1999,5675,Basquash!,"Ecchi, Mecha, Shounen, Sports",TV,26,7.38,30323
9123,30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,4.45,71
5518,258,Hitsuji no Uta,"Drama, Horror, Vampire",OVA,4,6.43,10574
11749,3911,Shuukaku no Yoru,Hentai,OVA,2,6.16,1558
7121,2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",OVA,2,5.71,720
8683,24905,Go-hiki no Kobuta to Charleston,Music,Music,1,4.0,85
8384,30818,City Hunter: Ryou no Propose,"Action, Comedy, Mystery, Police",OVA,1,6.8,1070
6979,1831,Iczer-Girl Iczelion,"Action, Adventure, Sci-Fi",OVA,2,5.81,1194
10568,23407,Toki: Kono Hoshi no Mirai wo Mitsumete,"Drama, Historical",Special,2,5.57,60
1547,5667,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,7.51,79923
7446,7448,Pacusi,Comedy,TV,18,5.42,215
6564,31362,Osiris no Tenbin,"Drama, Supernatural, Thriller",ONA,10,6.06,1447
2752,252,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
3334,4240,Ginga Senpuu Braiger,"Action, Adventure, Mecha, Space",TV,39,7.02,886
10643,10815,UFO Senshi Dai Apolon 2,"Action, Mecha, Sci-Fi",TV,21,6.08,144
6213,2791,Makasete Iruka!,"Action, Comedy, School",OVA,1,6.21,893
6405,8130,Mighty Orbots,"Adventure, Comedy, Mecha, Sci-Fi",TV,13,6.13,210
11720,6689,Hitozuma Koukan Nikki,Hentai,OVA,2,6.2,2014
11700,2430,Gekka Bijin,Hentai,OVA,2,6.23,1487
7844,705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Comedy, Magic, Sci-Fi",Movie,1,4.88,1650
5712,4509,Captain Future: Kareinaru Taiyokei Race,"Action, Adventure, Sci-Fi",Special,1,6.37,394
2293,3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi",TV,13,7.3,38498
7110,12603,Tora-chan to Hanayome,Drama,Movie,1,5.72,386
5901,33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,"Comedy, Magic",TV,12,6.32,5676
9291,32759,Kokuen,"Drama, Music",Music,1,4.52,76
6230,1055,Blame!,"Mecha, Sci-Fi",ONA,6,6.2,13802
6853,2365,Grandeek,"Adventure, Fantasy, Magic",OVA,1,5.89,896
1598,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477
11309,23247,Oshaburi Announcer,Hentai,OVA,1,6.84,1808
4242,1409,IGPX: Immortal Grand Prix,"Mecha, Sci-Fi, Shounen, Sports",TV,5,6.77,2392
2570,23361,Bakuman. 3rd Season Specials,Comedy,Special,2,7.22,6765
8342,29792,Chiisana Itsutsu no Ohanashi,Kids,Movie,1,4.78,93
9209,5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",OVA,1,5.92,168
10411,29475,Straw-saurus Neo,"Adventure, Fantasy, Kids, Sci-Fi",Special,1,6.4,40
9972,23177,Piano Specials,"Drama, Music, Romance, Shoujo, Slice of Life",Special,4,5.33,194
8776,31583,Haruko no Bouken,Dementia,Movie,1,3.9,129
982,2313,Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.74,4344
10652,10250,Ultra B,"Comedy, Super Power",TV,119,5.52,102
8523,29423,En En Nikoli,"Adventure, Kids, Music",Special,3,5.4,40
7047,33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy, Parody",ONA,12,5.99,3251
11351,6531,Kimihagu,Hentai,OVA,2,6.77,2756
3675,3193,Asobot Senki Gokuu,"Comedy, Sci-Fi",TV,52,6.91,1633
3670,4083,Wonder Beat Scramble,"Action, Sci-Fi, Space",TV,26,6.92,457
8196,30124,Bad Badtz-Maru no Ore wa Yuutousei,"Comedy, Kids",OVA,1,4.86,52
613,20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8,7.94,26709
10282,20223,Shounen Tokugawa Ieyasu,"Drama, Historical, Shounen",TV,20,7.0,94
1240,31327,Shokugeki no Souma OVA,"Ecchi, School, Shounen",OVA,3,7.62,24456
2434,31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,6,7.27,3817
8318,26237,Cherry Blossom,"Drama, Kids",OVA,1,5.5,66
8047,32894,Love Bites,Horror,ONA,1,3.33,537
3771,33372,Overlord: Ple Ple Pleiades (OVA),"Action, Comedy, Fantasy, Magic",OVA,1,6.89,15008
11989,3580,Ijoku,Hentai,OVA,2,5.77,1176
9506,29719,Maze Maze Wien,Dementia,Movie,1,5.9,59
1654,23383,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,7.47,28116
4575,1005,Star Ocean EX,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,6.69,9024
2043,11077,Hellsing: The Dawn,"Action, Horror, Seinen, Supernatural, Vampire",Special,3,7.37,40548
5966,4584,Topo Gigio,"Adventure, Comedy, Kids",TV,21,6.3,981
3145,6902,Saikyou Bushouden: Sangoku Engi,Historical,TV,52,7.07,1363
6815,30358,Turnover,"School, Slice of Life",ONA,1,5.92,1150
8291,27915,Captain,"Shounen, Sports",Special,1,6.44,93
9432,23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,"Magic, Music, Shoujo",Music,1,5.49,147
4115,10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",Special,1,6.8,19414
6635,4522,Bounty Hunter: The Hard,"Action, Police",OVA,1,6.02,430
7482,16389,Komachi to Dangorou,"Adventure, Comedy, Kids, Sci-Fi",ONA,2,5.38,215
513,32370,D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,13,8.01,72499
11846,9325,Shin Seiki Cream Lemon,"Hentai, Yuri",OVA,2,6.0,543
6833,983,Cosplay Complex: Extra Identification,Comedy,OVA,1,5.9,2145
3049,933,Dai Mahou Touge,"Comedy, Magic, Supernatural",OVA,4,7.09,19555
8617,33325,Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,"Comedy, Sports",Movie,1,5.78,48
1415,5929,Hi no Ame ga Furu,"Drama, Historical",Movie,1,7.55,513
4921,17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports",TV,13,6.6,36235
9154,6366,Karuizawa Syndrome,"Action, Comedy, Drama, Slice of Life",OVA,1,6.27,145
1312,1454,Kemonozume,"Action, Demons, Horror, Romance, Supernatural",TV,13,7.59,33086
3380,5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,13,7.01,23757
8499,32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,"Action, Adventure, Comedy, Shounen",Movie,1,4.25,108
12244,11141,Blue Seagull,"Action, Hentai",Movie,1,4.6,337
3196,834,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1,7.05,73241
11977,5575,Karakara-sama no Himitsu,Hentai,OVA,1,5.8,316
11748,2370,Ryojoku no Rensa,Hentai,OVA,2,6.16,2453
9436,32259,Mahou no Tenshi Creamy Mami: Perfect Memory,"Parody, Shoujo, Slice of Life",OVA,1,5.0,95
3092,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"Romance, School, Shoujo Ai",ONA,7,7.08,43338
466,849,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,8.06,428569
5257,2168,Sakura Taisen: New York,"Adventure, Comedy, Supernatural",OVA,6,6.51,1769
8427,17703,Danchi Tomoo,"Comedy, Seinen",TV,78,6.25,557
5706,21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"Action, Fantasy, Game, Shounen",Special,1,6.38,1172
9654,19817,Namakemono ga Miteta,"Music, Seinen, Slice of Life",OVA,2,6.42,65
8593,23609,Gaki Deka (OVA),"Comedy, Ecchi, Kids, Parody, Shounen",OVA,3,4.78,62
9812,7575,Oh! Family,"Comedy, Drama, Romance, Shoujo, Slice of Life",TV,26,6.17,201
4658,28283,Sengoku Musou,"Action, Historical, Samurai",TV,12,6.67,13272
3941,6971,Gegege no Kitarou (1971),"Adventure, Demons, Super Power, Supernatural",TV,45,6.84,556
8707,29355,Grasshopper Monogatari,"Kids, Music",Music,1,4.18,65
5198,9737,Appleseed XIII,"Action, Mecha, Military, Police, Sci-Fi",OVA,13,6.52,9336
1405,1476,City Hunter: Hyakuman Dollar no Inbou,"Action, Comedy, Mystery, Shounen",OVA,1,7.55,2881
4828,4975,ChäoS;HEAd,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337
4503,33181,Nijiiro Days OVA,"Comedy, Romance, School, Shoujo, Slice of Life",OVA,1,6.73,4088
10062,29477,Rescue YoYo,"Kids, Mecha",Special,1,3.26,67
10765,32230,Xi You Ji,"Adventure, Fantasy",TV,52,8.07,89
2265,2987,Ginga Hyouryuu Vifam,"Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329
11419,7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,Hentai,OVA,4,6.64,4348
4694,8709,Pokemon: Pikachu Koori no Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.66,3447
9686,26153,Nat-chan no Akai Tebukuro,"Historical, Kids",Movie,1,8.0,51
4245,12991,Katte ni Kaizou Specials,"Comedy, Parody, School, Sci-Fi, Shounen",Special,3,6.77,1736
12247,4310,Joshidai: Ecchi Soudanshitsu,Hentai,OVA,1,3.7,779
3923,6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,"Comedy, Fantasy, Supernatural",Special,8,6.85,10284
8978,10847,Inumarudashi,Comedy,TV,4,5.47,332
5341,6251,Sketchbook: Full Color&#039;s Picture Drama,"Comedy, Slice of Life",Special,6,6.49,1487
4826,55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392
2362,2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330
2357,19759,Ansatsu Kyoushitsu,"Action, Comedy, Shounen",Special,1,7.28,35230
6741,19187,Fake Doll,Music,Music,1,5.96,893
4468,1165,Sakura Taisen: Ouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",OVA,4,6.72,2890
7348,32346,makemagic,"Fantasy, Music",Music,1,5.52,178
9062,33136,Kachikachi Yama (1958),Fantasy,Movie,1,5.67,33
11552,5321,Futari no Aniyome,Hentai,OVA,2,6.43,1958
7242,10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,5.61,6167
9891,30025,Otenki Boys,"Kids, Super Power",TV,30,6.33,39
7767,18149,Ishida to Asakura Special,"Comedy, School, Seinen",Special,1,5.04,2334
10344,21953,Sore Ike! Anpanman: Horrorman to Hora Horako,"Comedy, Fantasy, Kids",Movie,1,5.71,72
9754,29900,Nobara,Drama,Movie,1,4.59,70
5642,26189,Ai Tenshi Densetsu Wedding Peach Specials,"Adventure, Comedy, Magic, Romance, Shoujo",Special,2,6.39,446
7873,31633,Sushi Police,"Comedy, Police",TV,13,4.8,9096
9866,28113,Ooi! Adacchii!,"Historical, Kids",OVA,1,7.5,53
1605,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.49,2049
6856,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,"Comedy, Magic, Shoujo, Slice of Life",Movie,1,5.89,360
5720,8533,Hana no Kage,"Demons, Drama, Historical, Romance",ONA,1,6.37,987
1883,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1,7.42,51816
7746,5656,PuriGorota: Uchuu no Yuujou Daibouken,"Adventure, Kids, Sci-Fi",OVA,1,5.07,2068
3302,9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7,7.03,3232
257,20899,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.25,120089
2188,15785,Inazuma Eleven Go vs. Danball Senki W Movie,"Action, Kids, Mecha, Sports",Movie,1,7.34,3239
9266,34503,Kochinpa! Dainiki,Comedy,TV,24,3.4,75
4367,6975,Koro no Dai Sanpo,Adventure,Special,1,6.74,1055
8009,1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,3.99,5822
10450,30961,Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,Slice of Life,OVA,3,4.4,45
3751,29087,Wangpai Yushi,"Comedy, Fantasy, School, Shounen, Supernatural",ONA,39,6.9,1184
10380,21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,"Comedy, Fantasy, Kids",Movie,1,5.2,73
245,3702,Detroit Metal City,"Comedy, Music",OVA,12,8.26,104893
6697,18643,Kita e: Pure Session,Music,Music,1,5.99,212
9885,33154,Osiris no Tenbin: Season 2,"Drama, Supernatural, Thriller",ONA,11,6.08,250
7702,8732,Yuuki Hitotsu wo Tomo ni Shite,Music,Music,1,5.13,202
6639,2382,Firestorm,"Action, Mecha, Military, Sci-Fi",TV,26,6.02,615
5057,34213,Getsuyoubi no Tawawa,Slice of Life,ONA,12,6.56,16663
2042,32740,Girls und Panzer der Film: Arisu War!,"Military, School",Special,1,7.36,6548
7295,32854,Fr/day Night,"Comedy, Music",Music,1,5.57,167
9743,33060,Ninja Negizou,"Kids, Music",Music,1,5.0,40
2696,7817,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,7.18,192719
11340,3286,Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,Hentai,OVA,2,6.79,3536
9823,31672,Ojarumaru: Wasureta Mori no Hinata,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1,3.67,51
2330,1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo",Movie,1,7.29,2861
11606,3385,Dorei Ichiba,Hentai,OVA,3,6.37,2049
7024,816,Nanako Kaitai Shinsho,"Comedy, Mecha, Military, Sci-Fi",OVA,6,5.79,6733
11885,5614,Shikkaku Ishi,Hentai,OVA,2,5.95,434
3303,2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,24,7.03,931
1899,10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,"Comedy, School, Shoujo",Special,1,7.41,41241
6690,4012,First Squad,"Action, Music",Music,1,5.99,4946
8393,13507,Cofun Gal no Coffy: Okehazama no Tatakai,"Comedy, Historical, Parody",Movie,1,5.13,66
3940,13755,Feeling from Mountain and Water,Music,Movie,1,6.82,437
2820,10775,SKET Dance: Demystifying Special,"School, Shounen",Special,1,7.16,3276
6038,4129,Mahou no Tenshi Creamy Mami: Curtain Call,"Comedy, Music, Shoujo",Music,1,6.27,298
73,5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,28653
2851,31378,Owari no Seraph: Kyuuketsuki Shahar,"Action, Drama, Shounen, Supernatural, Vampire",OVA,1,7.15,17815
7891,7026,Mado,Comedy,Movie,1,4.73,454
5547,5168,Hairy Tale,"Historical, Samurai",Special,1,6.42,3510
5788,15565,Maken-Ki! Two,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,10,6.35,49842
2615,11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.21,110042
1413,27631,God Eater,"Action, Fantasy, Military, Sci-Fi",TV,13,7.55,192433
2474,2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327
5331,3356,Mahoutsukai Sally,"Fantasy, Magic, School, Shoujo",TV,109,6.49,1478
5345,27405,Zou no Senaka: Tabidatsu Hi,"Drama, Seinen, Slice of Life",OVA,1,6.49,136
1699,1078,Cardcaptor Sakura: Leave It to Kero-chan,Comedy,Movie,1,7.46,20410
242,31174,Osomatsu-san,"Comedy, Parody",TV,25,8.27,60988
1513,24037,Selector Spread WIXOSS,"Game, Psychological",TV,12,7.52,42918
11408,4698,Jokei Kazoku: Inbou,Hentai,OVA,2,6.67,2735
4763,30531,Gakuen Handsome The Animation,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038
9849,8229,"on-chan, Yume Power Daibouken!",Fantasy,Special,1,5.4,98
12158,5568,"Rinkan Gakuen: Yamete! ...Okaasan, Minaide!",Hentai,OVA,1,5.43,1325
9545,20453,Mikosuri Han-Gekijou,"Comedy, Parody",OVA,1,5.43,60
11803,3951,Shimai Ijiri,Hentai,OVA,2,6.07,818
3103,20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.08,27030
9088,19587,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,"Adventure, Comedy, Kids",Movie,1,6.73,107
7550,30327,New York Trip,Dementia,Movie,1,5.31,131
4054,2802,Candy Candy: Candy no Natsu Yasumi,"Drama, Shoujo, Slice of Life",Movie,1,6.81,1046
6104,4461,Kouchou-sensei to Kujira,Drama,Movie,1,6.25,1441
2462,3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,7.26,801
10378,10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,"Comedy, Fantasy, Kids",Movie,1,6.73,130
9908,28089,Oyo Neko Bunyan,"Comedy, Kids",TV,31,6.0,51
11295,31189,Watashi ga Toriko ni Natte Yaru,Hentai,OVA,2,6.87,2330
1735,31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",TV,12,7.45,40481
10364,27373,Sore Ike! Anpanman: Otanjoubi Series,"Comedy, Fantasy, Kids",OVA,12,5.64,66
4247,16756,Kuiba: Zhi Shiwanhuoji,"Action, Adventure, Fantasy, Kids",Movie,1,6.77,487
4578,925,Transformers Headmasters,"Adventure, Mecha, Sci-Fi, Shounen",TV,35,6.69,1768
3167,2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen",TV,47,7.06,367
3933,4339,Ashita e Attack!,"Drama, School, Sports",TV,23,6.84,616
11397,5424,Oppai Life,Hentai,OVA,2,6.7,4247
7966,5814,Dankichi-jima no Olympic Taikai,"Action, Sports",Movie,1,4.4,634
12233,3584,Injuu Nerawareta Idol,"Demons, Hentai",OVA,1,4.95,652
10449,8644,Sylvanian Families,"Comedy, Fantasy, Kids",Special,3,5.62,99
6681,2616,Sora Iro no Tane,Kids,Special,1,6.0,2016
5568,21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,6.42,544
6212,669,Kujibiki Unbalance,"Comedy, Romance, School",OVA,3,6.21,8291
10354,10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,"Comedy, Fantasy, Kids",Movie,1,5.61,113
4482,8713,Akai Ito,"Drama, Romance, Slice of Life",Special,1,6.71,1648
11538,733,Kizuna,"Drama, Romance, Yaoi",OVA,2,6.46,6547
5826,30155,Hoshi no Kirby: Tokubetsu-hen - Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy",Special,1,6.34,384
5372,28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,"Comedy, Fantasy, Supernatural",Special,3,6.48,2190
10199,25093,Shiawase no Ouji,Kids,Movie,1,6.57,65
2957,1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
684,8311,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.9,36228
5893,17897,Hana wa Saku,Music,Special,1,6.32,762
9300,15227,Kono Sekai no Katasumi ni,"Drama, Historical",Movie,1,8.14,8028
1655,10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.47,5369
609,13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,7.94,12076
833,3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26,7.81,58993
6052,20053,Wizard Barristers: Benmashi Cecil,Magic,TV,12,6.27,38188
1003,6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24,7.73,133010
3370,3854,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,"Drama, Sci-Fi, Space",OVA,4,7.01,1236
5953,3936,Personal Computer Travel Tanteidan,"Adventure, Historical, Kids, Sci-Fi",TV,26,6.3,606
658,388,Capeta,"Cars, Shounen, Sports",TV,52,7.91,9711
1697,31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Romance, School",Movie,1,7.47,35058
1728,8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,8266
2433,2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",TV,52,7.26,2631
1717,601,Nekojiru-sou,"Comedy, Dementia, Psychological",OVA,1,7.46,34568
2575,2199,Chirin no Suzu,"Adventure, Drama, Fantasy",Movie,1,7.22,3344
12172,3563,Momone,Hentai,OVA,1,5.38,838
10234,22997,Shin Skyers 5,"Action, Sci-Fi",TV,26,6.25,68
2021,75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,27516
2039,655,Galaxy Angel 4,"Comedy, Sci-Fi",TV,13,7.37,5046
9297,27519,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),"Comedy, Fantasy",TV,12,5.53,236
70,28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,80825
2724,1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,12,7.18,42190
2104,61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,126914
8896,10509,Hoero! Bun Bun (Movie),Kids,Movie,1,6.28,120
10868,5821,Zenmai Zamurai,"Comedy, Kids",TV,30,6.44,152
7507,32767,Hane,Music,Music,1,5.36,97
